Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
16 April 2021, 1.1986, 130.37, 1.9558, 25.927, 7.4368, 0.86793, 361.10, 4.5509, 4.9263, 10.1055, 1.1011, 151.90, 10.0180, 7.5668, 90.8921, 9.6692, 1.5459, 6.7400, 1.4986, 7.8157, 9.3152, 17420.96, 3.9286, 89.2355, 1335.70, 23.8806, 4.9466, 1.6725, 58.001, 1.5980, 37.420, 17.0967, 
